lemma	freq	stratum	donors	sources	verdict	note
mangalica	1016	ancient	Serbo-Croatian	borrowed		
szósz	1014	modern	German	borrowed		
borotva	1011	ancient	Slavic languages	borrowed		
rúzs	1003	modern	French	borrowed		
óda	1003	modern	Latin	borrowed		
ankét	1000	modern	German	borrowed		
metafizikus	1000	modern	Latin	borrowed		
radioaktivitás	1000	modern	German	borrowed		
kuvasz	994	ancient	Turkic languages	borrowed		
amulett	989	modern	Latin	borrowed		
stopli	989	unclassified	Austrian German	borrowed		
oxidáció	987	modern	German	borrowed		
ambíció	986	modern	Latin	borrowed		
teker	984	ancient	Turkic languages	borrowed		
mázli	981	unclassified	Yiddish	borrowed		
tallér	981	modern	German	borrowed		
módi	979	modern	German|Viennese German	borrowed		
köböl	978	unclassified	Middle High German	borrowed		
padlizsán	978	ancient	Bulgarian	borrowed		
parázna	978	unclassified	Czech	borrowed		
máz	974	ancient	Slavic languages	borrowed		
mani	970	modern	English	borrowed		
rezidencia	966	modern	Late Latin	borrowed		
zsemle	963	unclassified	Middle High German	borrowed		
pacemaker	957	modern	English	borrowed		
tabulátor	957	modern	German	borrowed		
bazsalikom	954	modern	Medieval Latin	borrowed		
mokka	953	modern	German	borrowed		
akupunktúra	950	modern	New Latin	borrowed		
tröszt	950	modern	English	borrowed		
müzli	947	modern	German	borrowed		
ladik	939	ancient	Bulgarian	borrowed		
vályog	939	ancient	Slovak|Ukrainian	borrowed		
mimóza	938	modern	Latin	borrowed		
neurózis	936	modern	Latin	borrowed		
akvarell	935	modern	German	borrowed		
kánya	931	ancient	Slavic languages	borrowed		
cián	930	modern	German	borrowed		
dömping	927	modern	English	borrowed		
fülemüle	924	modern	Latin	borrowed		
esszencia	923	modern	Latin	borrowed		
terc	917	modern	German	borrowed		
alga	915	modern	Latin	borrowed|learned		
spicli	915	modern	German	borrowed		
komplikáció	912	modern	Latin	borrowed		
sál	912	modern	German	borrowed		
blúz	910	modern	French|German	borrowed		
buzogány	908	ancient	Turkic languages	borrowed		
furmint	907	unclassified	Middle French	borrowed		
karó	907	ancient	Turkic languages	borrowed		
diplomatikus	904	modern	French	borrowed		
pergamen	901	modern	German|Medieval Latin	borrowed		
ovuláció	900	modern	Latin	borrowed		
érc	899	modern	German	borrowed		
frusztráció	897	modern	New Latin	borrowed		
infúzió	895	modern	Latin	borrowed		
tőzsér	895	unclassified	Middle High German	borrowed		
karantén	893	modern	French	borrowed		
panama	893	modern	German	borrowed		
menza	892	modern	Latin	borrowed		
fotoszintézis	890	modern	English	borrowed		
gyapot	889	ancient	Turkic languages	borrowed		
rusnya	887	ancient	Serbo-Croatian	borrowed		
expresszionista	886	modern	German	borrowed		
razzia	885	modern	German	borrowed		
köldök	883	ancient	Turkic languages	borrowed		
szalamandra	881	modern	Latin	borrowed		
tapló	878	ancient	Turkic languages	borrowed		
juss	877	modern	Latin	borrowed		
hám	873	modern	German	borrowed		
méta	873	modern	Latin	borrowed		
relikvia	871	modern	Italian	borrowed		
kontinuitás	869	modern	Latin	borrowed		
perjel	869	modern	German	borrowed		
ballisztikus	867	modern	English	borrowed		
kenéz	866	ancient	South Slavic languages	borrowed		
sikk	865	modern	French	borrowed		
orientális	864	modern	Latin	borrowed		
turbina	864	modern	German	borrowed		
koherencia	862	modern	Latin	borrowed|learned		
temperamentum	861	modern	Latin	borrowed		
bogrács	860	unclassified	Ottoman Turkish	borrowed		
penész	858	ancient	Slavic languages	borrowed		
azbeszt	855	modern	Latin	borrowed		
abbé	854	modern	French	borrowed		
szamizdat	851	modern	Russian	borrowed		
zsivány	843	unclassified	Ottoman Turkish	borrowed		
bátya	841	ancient	Slavic languages	borrowed		
pupilla	838	modern	Latin	borrowed		
bakter	837	modern	German	borrowed		
instabilitás	835	modern	English	borrowed		
puccs	835	modern	German	borrowed		
páfrány	835	ancient	Slavic languages	borrowed		
jászol	834	ancient	Slavic languages	borrowed		
posztó	834	ancient	Slavic languages	borrowed		
tortúra	834	modern	Latin	borrowed		
endokrin	833	modern	English	borrowed		
glükóz	831	modern	English	borrowed		
imám	831	unclassified	Ottoman Turkish	borrowed		
nirvána	829	unclassified	Sanskrit	borrowed		
átrium	828	modern	Latin	borrowed		
inspirál	827	modern	Latin	borrowed		
sánc	825	modern	Bavarian|German	borrowed		
marcipán	823	modern	German	borrowed		
túzok	823	ancient	Turkic languages	borrowed		
cégér	822	modern	German	borrowed		
korbács	821	unclassified	Ottoman Turkish	borrowed		
ekvivalencia	819	modern	New Latin	borrowed		
interferon	819	modern	English	borrowed		
pánt	819	unclassified	Austrian German	borrowed		
brokkoli	814	modern	Italian	borrowed		
dara	814	ancient	Turkic languages	borrowed		
seriff	812	modern	English	borrowed		
rumba	809	modern	Spanish	borrowed		
gallér	806	modern	German	borrowed		
infekció	805	modern	Latin	borrowed		
instrukció	802	modern	Latin	borrowed		
expresszionizmus	799	modern	German	borrowed		
spontaneitás	798	modern	Latin	borrowed		
moly	796	ancient	Slavic languages	borrowed		
ováció	795	modern	Latin	borrowed		
kolosszális	789	modern	New Latin	borrowed		
csakra	788	modern	English	borrowed		
honorárium	788	modern	Latin	borrowed		
revolver	788	modern	English	borrowed|orthographic		
szulák	786	ancient	Slavic languages|South Slavic languages	borrowed		
suszter	780	modern	German	borrowed		
muskátli	779	unclassified	Bavarian	borrowed		
sörét	779	unclassified	Bavarian	borrowed		
fúga	773	modern	Italian	borrowed		
zabál	770	ancient	Slavic languages	borrowed		
szekularizáció	769	modern	German	borrowed		
bölény	766	ancient	Turkic languages	borrowed		
ofszet	765	modern	English	borrowed		
petíció	765	modern	Latin	borrowed		
integritás	762	modern	Latin	borrowed		
sitt	761	modern	German	borrowed		
köpönyeg	759	ancient	Turkic languages	borrowed		
lugas	759	modern	Italian	borrowed		
rögbi	758	modern	English	borrowed		
tepsi	758	unclassified	Ottoman Turkish	borrowed		
csősz	756	unclassified	Pecheneg	borrowed		
poétika	756	modern	Latin	borrowed		
kuncsaft	752	modern	German	borrowed		
passzivitás	749	modern	German	borrowed		
szűr	748	ancient	Turkic languages	borrowed		
trombózis	748	modern	New Latin	borrowed		
bootol	747	modern	English	borrowed		
indiszkrét	747	modern	German	borrowed		
sztereotípia	747	modern	German	borrowed		
butik	746	modern	French	borrowed		
csipa	742	ancient	Turkic languages	borrowed		
jácint	738	modern	Latin	borrowed		
katéter	736	modern	English	borrowed		
dívány	735	unclassified	Ottoman Turkish	borrowed		
aszkéta	730	unclassified	Ancient Greek	borrowed		
ugar	730	ancient	Slavic languages	borrowed		
embargó	729	modern	Spanish	borrowed		
ostya	728	modern	Latin	borrowed		
nyavalya	726	ancient	Slavic languages	borrowed		
hiperbolikus	725	modern	English	borrowed		
katlan	715	ancient	Slavic languages	borrowed		
obeliszk	714	modern	German	borrowed		
prés	714	unclassified	Austrian German	borrowed		
garat	712	ancient	Slavic languages	borrowed		
demográfia	709	modern	English	borrowed		
pubertás	709	modern	Latin	borrowed|learned		
véna	709	modern	Latin	borrowed		
giliszta	708	ancient	Slavic languages	borrowed		
póker	707	modern	English	borrowed		
morfológia	706	modern	English	borrowed		
ária	703	modern	Italian	borrowed		
tunya	702	ancient	Serbo-Croatian	borrowed		
dekrétum	701	modern	Latin	borrowed		
medikus	700	modern	Latin	borrowed		
szuterén	696	modern	German	borrowed		
papiros	694	modern	Latin	borrowed		
mogul	693	modern	English	borrowed		
kivi	692	modern	English	borrowed		
loggia	691	modern	Italian	borrowed		
galuska	689	unclassified	Polish	borrowed		
gepida	682	modern	Latin	borrowed		
tojik	682	ancient	Turkic languages	borrowed		
imponál	679	modern	Latin	borrowed		
autoriter	677	modern	French	borrowed		
portéka	675	modern	German	borrowed		
karám	674	ancient	Turkic languages	borrowed		
melódia	674	modern	Medieval Latin	borrowed		
zselatin	673	modern	French	borrowed		
textus	670	modern	Latin	borrowed		
bordély	668	modern	Italian	borrowed		
pallos	668	unclassified	Turkish	borrowed		
kompresszió	667	modern	Latin	borrowed		
kreál	667	modern	Latin	borrowed		
szabotázs	666	modern	German	borrowed		
szufla	666	modern	French|Romanian	borrowed		
fess	664	unclassified	Viennese German	borrowed		
plató	664	modern	French	borrowed		
didaktika	659	modern	German	borrowed		
zeke	658	modern	German	borrowed		
gerilla	656	modern	Spanish	borrowed		
snitt	655	modern	German	borrowed		
cékla	653	ancient	Slavic languages|South Slavic languages	borrowed		
katana	653	modern	Japanese	borrowed		
mauzóleum	652	modern	Latin	borrowed		
klorid	651	modern	German	borrowed		
lítium	650	modern	Latin	borrowed		
minaret	650	modern	French	borrowed		
klappol	649	modern	German	borrowed		
barázda	648	ancient	South Slavic languages	borrowed		
karalábé	646	unclassified	Bavarian	borrowed		
pint	645	modern	Bavarian|German	borrowed		
dzseki	644	modern	English	borrowed		
centralizáció	642	modern	German	borrowed		
kazal	642	ancient	Slovak	borrowed		
parittya	641	ancient	Serbo-Croatian|Slovene	borrowed		
dzsentri	640	modern	English	borrowed		
karvaly	640	ancient	Turkic languages	borrowed		
kerevet	639	unclassified	Ottoman Turkish	borrowed		
szenzitív	639	modern	German	borrowed		
likőr	638	modern	German	borrowed		
bankó	637	modern	German	borrowed		
gázsi	636	modern	German	borrowed		
pecsenye	636	ancient	Slavic languages	borrowed		
zsenialitás	633	modern	German	borrowed		
erekció	631	modern	Latin	borrowed		
böhöm	629	unclassified	Yiddish	borrowed		
kanyaró	629	ancient	Turkic languages	borrowed		
kókusz	629	modern	German	borrowed		
kritizál	627	modern	German	borrowed		
kóborol	624	unclassified	Middle High German	borrowed		
lapocka	621	ancient	Slavic languages	borrowed		
pragmatizmus	620	modern	English	borrowed		
lótusz	616	modern	Latin	borrowed		
póni	612	modern	English	borrowed		
kalitka	611	ancient	Slavic languages	borrowed		
dzsem	608	modern	English	borrowed		
oboa	607	modern	French	borrowed		
bojler	602	modern	English	borrowed		
affér	600	modern	French|German	borrowed		
filológus	599	modern	German	borrowed		
góré	599	unclassified	Romani	borrowed		
kovalens	599	modern	English	borrowed		
mazsorett	599	modern	English	borrowed		
poliéder	599	modern	German	borrowed		
fruktóz	596	modern	German	borrowed		
kajszi	593	unclassified	Ottoman Turkish	borrowed		
saru	593	ancient	Turkic languages	borrowed		
laktóz	592	modern	German	borrowed		
szajkó	590	ancient	Slavic languages	borrowed		
fonetika	586	modern	Latin	borrowed		
cetli	585	modern	German	borrowed		
diszperzió	585	modern	Latin	borrowed		
onkológia	583	modern	Latin	borrowed		
szimbiózis	579	modern	New Latin	borrowed		
fuga	577	modern	German	borrowed		
zodiákus	574	modern	Latin	borrowed		
pingpong	572	modern	English	borrowed		
plágium	572	modern	Latin	borrowed		
budi	571	modern	German	borrowed		
jegenye	571	ancient	Serbo-Croatian|Slovene	borrowed		
mankó	570	modern	Italian	borrowed		
csicska	569	unclassified	Ukrainian	borrowed		
ácsi	568	unclassified	Romani	borrowed		
lucfenyő	567	ancient	Serbo-Croatian	borrowed		
ampulla	566	modern	Latin	borrowed		
reformátor	566	modern	Latin	borrowed		
sóder	566	modern	Bavarian|German	borrowed		
rabol	565	modern	German	borrowed		
pitvar	560	ancient	Slavic languages	borrowed		
abrosz	557	modern	New Latin|Slavic languages	borrowed|semantic		
strici	555	modern	German	borrowed		
koh	552	unclassified	Middle High German	borrowed		
cilinder	551	modern	German	borrowed		
skatulya	549	modern	Italian	borrowed		
tuberkulózis	549	modern	New Latin	borrowed		
lajhár	546	unclassified	Bavarian	borrowed		
bibe	545	modern	Latin	semantic		
princ	542	modern	German	borrowed		
manöken	541	modern	French	borrowed		
hámor	540	unclassified	Middle High German	borrowed		
metodista	539	modern	English	borrowed		
zsindely	538	modern	German	borrowed		
sróf	536	modern	German	borrowed		
bridzs	534	modern	English	borrowed		
dzsámi	533	unclassified	Ottoman Turkish	borrowed		
majoránna	530	modern	Medieval Latin	borrowed		
teknő	529	ancient	Turkic languages	borrowed		
vályú	528	ancient	Turkic languages	borrowed		
seper	527	ancient	Turkic languages	borrowed		
bóvli	526	unclassified	Yiddish	borrowed		
nó	521	modern	Japanese	borrowed		
poroszló	521	ancient	South Slavic languages	borrowed		
indigó	517	modern	German	borrowed		
jeti	514	modern	English	borrowed		
slussz	514	modern	German	borrowed		
karaj	512	ancient	Slavic languages	borrowed		
mecenatúra	512	modern	New Latin	borrowed		
anekdotikus	511	modern	German	borrowed		
totalitarizmus	511	modern	German	borrowed		
dalia	509	ancient	Serbo-Croatian	borrowed		
sikátor	508	modern	Latin	borrowed		
ozmózis	505	modern	Latin	borrowed		
nejlon	504	modern	English	borrowed		
blende	503	modern	German	borrowed		
csalit	503	ancient	Turkic languages	borrowed		
etnográfus	499	modern	German	borrowed		
kubista	499	modern	German	borrowed		
murva	499	ancient	Slavic languages	borrowed		
pedikűr	499	modern	German	borrowed		
pozitron	499	modern	English	borrowed		
katód	496	modern	German	borrowed		
omnibusz	494	modern	German	borrowed		
bisztró	493	modern	French|German	borrowed		
sántikál	493	ancient	Slavic languages	borrowed		
janicsár	491	unclassified	Ottoman Turkish	borrowed		
koksz	491	modern	German	borrowed		
datolya	489	modern	Italian	borrowed		
fenomén	488	modern	French|German	borrowed		
mályva	488	modern	Latin	borrowed		
kollázs	486	modern	French	borrowed		
zálog	484	ancient	Serbo-Croatian|Slavic languages	borrowed		
dekadencia	482	modern	French	borrowed		
maszturbáció	482	modern	Latin	borrowed		
modulus	480	modern	Latin	borrowed|learned		
lagúna	478	modern	German|Italian	borrowed		
kupleráj	476	modern	German	borrowed		
anarchikus	475	modern	German	borrowed		
papírmasé	475	modern	French|German	borrowed		
jáde	474	modern	German	borrowed		
manikűr	474	modern	French	borrowed		
pokla	474	ancient	Slavic languages	borrowed		
szerpentin	473	modern	German	borrowed		
izometrikus	469	modern	German	borrowed		
küllő	469	ancient	Turkic languages	borrowed		
osztriga	469	modern	Italian	borrowed		
stég	469	modern	German	borrowed		
ziccer	469	modern	German	borrowed		
prosperitás	468	modern	Latin	borrowed		
placc	467	modern	German	borrowed		
szulfát	467	modern	German	borrowed		
skaláris	465	modern	German	borrowed		
vétó	465	modern	Latin	borrowed		
lurkó	464	modern	Latin	borrowed		
stimuláció	464	modern	Latin	borrowed		
huligán	463	modern	German	borrowed		
kupica	463	ancient	Serbo-Croatian	borrowed		
lepényhal	462	ancient	Slavic languages	borrowed		
fagott	460	modern	German	borrowed		
agitáció	455	modern	German	borrowed		
articsóka	454	modern	Italian	borrowed		
talicska	454	modern	Russian|Ukrainian	borrowed		
abrak	452	ancient	Slavic languages	borrowed		
mustra	450	modern	Italian	borrowed		
cianid	449	modern	English	borrowed		
dekoltázs	449	modern	French	borrowed		
csip	448	modern	English	borrowed		
kioszk	448	modern	German	borrowed		
szavanna	445	modern	Spanish	borrowed		
abszorpció	444	modern	German	borrowed		
retesz	444	ancient	Slavic languages	borrowed		
mokány	443	unclassified	Romanian	borrowed		
testamentum	443	modern	Latin	borrowed		
abszurditás	440	modern	German	borrowed		
kégli	439	modern	German	borrowed		
krisztológia	438	modern	Latin	borrowed|learned		
kula	438	unclassified	Romani	borrowed		
poloska	438	unclassified	Czech	borrowed		
szalonka	438	unclassified	Polish	borrowed		
gázol	436	ancient	South Slavic languages	borrowed		
iteráció	436	modern	Latin	borrowed		
lakonikus	436	modern	Latin	borrowed		
vikárius	436	modern	Latin	borrowed		
tönkölybúza	434	unclassified	Bavarian	borrowed		
aikidó	431	modern	Japanese	borrowed		
brosúra	431	modern	German	borrowed		
geocentrikus	431	modern	English	borrowed		
tályog	430	ancient	South Slavic languages|West Slavic languages	borrowed		
albatrosz	429	modern	German	borrowed		
alifás	429	modern	German	borrowed		
akó	428	modern	Czech|Russian|Slovak	borrowed		
gally	428	ancient	Slavic languages	borrowed		
dákó	427	unclassified	Bavarian	borrowed		
baszik	426	ancient	Turkic languages	borrowed		
szinusz	426	modern	German	borrowed		
cech	425	modern	German	borrowed		
illusztrál	424	modern	German	borrowed		
oxid	424	modern	German	borrowed		
diktátum	423	modern	Latin	borrowed		
staféta	423	modern	German|Italian	borrowed		
inverzió	422	modern	Latin	borrowed		
artikuláció	421	modern	Latin	borrowed		
illusztrátor	421	modern	English	borrowed		
prológus	421	modern	Latin	borrowed		
abakusz	417	modern	Latin	borrowed		
nihilista	417	modern	German	borrowed		
kevlár	415	modern	English	borrowed		
csellista	414	modern	German	borrowed		
hajdina	414	ancient	Serbo-Croatian	borrowed		
antipatikus	413	modern	German	borrowed		
fiziológia	413	modern	Latin	borrowed		
krizantém	413	modern	German	borrowed		
bögöly	412	unclassified	Oghur languages	borrowed		
dzsip	412	modern	English	borrowed		
hidrosztatikus	409	modern	German	borrowed		
zabla	409	ancient	Slovene	borrowed		
diszkosz	408	modern	German|Latin	borrowed		
tájfun	408	modern	German	borrowed		
préri	407	modern	English	borrowed		
introvertált	406	modern	German	borrowed		
pazarol	406	ancient	Serbo-Croatian	borrowed		
eszpresszó	405	modern	Italian	borrowed		
logaritmus	404	modern	New Latin	borrowed		
kurzív	403	modern	German	borrowed		
nitrit	402	modern	German	borrowed		
aloé	401	modern	Latin	borrowed		
kantár	401	ancient	Turkic languages	borrowed		
klorofill	401	modern	English	borrowed		
pogrom	401	modern	Russian	borrowed		
snájdig	401	modern	German	borrowed		
apátia	400	modern	Latin	borrowed		
gallon	400	modern	English	borrowed		
geográfia	400	modern	Latin	borrowed		
komód	400	modern	German	borrowed		
krapek	398	ancient	Slovak	borrowed		
lump	398	modern	German	borrowed		
mumpsz	398	modern	English	borrowed		
antilop	396	modern	German	borrowed		
csór	394	unclassified	Romani	borrowed		
smasszer	394	unclassified	Yiddish	borrowed		
flexibilitás	392	modern	Latin	borrowed		
identifikáció	390	modern	English	borrowed		
seprő	387	unclassified	Volga Bulgar	borrowed		
zsemlye	385	unclassified	Middle High German	borrowed		
fertály	384	unclassified	Middle High German	borrowed		
prognosztizál	384	modern	German	borrowed		
tarló	381	ancient	Turkic languages	borrowed		
intonáció	380	modern	German	borrowed		
polemikus	378	modern	German	borrowed		
tarhonya	378	unclassified	Ottoman Turkish	borrowed		
aerodinamika	377	modern	German	borrowed		
laktáció	377	modern	Latin	borrowed		
muníció	376	modern	German	borrowed		
tárkony	375	modern	Medieval Latin	borrowed		
aceton	374	modern	German	borrowed		
serpenyő	372	modern	German|South Slavic languages	borrowed		
batyu	368	ancient	Slovak	borrowed		
blatt	368	modern	German	borrowed		
dedukció	368	modern	Latin	borrowed		
protekció	368	modern	Latin	borrowed		
rezeda	368	modern	Latin	borrowed		
disszidens	367	modern	German	borrowed		
fallosz	367	unclassified	Ancient Greek	borrowed		
bazsarózsa	366	ancient	South Slavic languages	borrowed		
pápista	366	modern	Latin	borrowed		
adiabatikus	364	modern	German	borrowed		
adszorpció	364	modern	German	borrowed		
jüan	362	unclassified	Mandarin	borrowed		
ficsúr	359	unclassified	Romanian	borrowed		
kalcit	359	modern	English	borrowed		
kozmetikum	358	modern	German	borrowed		
patologikus	358	modern	German	borrowed		
taekwondo	358	unclassified	Korean	borrowed		
queer	357	modern	English	borrowed		
kredenc	353	modern	German	borrowed		
bungaló	350	modern	English	borrowed		
vikunya	345	modern	Spanish	borrowed		
ekliptika	343	modern	Latin	borrowed		
patrícius	343	modern	Latin	borrowed		
absztinens	342	modern	Latin	borrowed		
burján	340	ancient	Slavic languages	borrowed		
epigramma	340	modern	German|Latin	borrowed		
szmoking	339	modern	French	borrowed		
aberráció	338	modern	Latin	borrowed		
mól	336	modern	English|German	borrowed		
trióda	336	modern	German	borrowed		
potroh	335	modern	Russian|Ukrainian	borrowed		
kollaboráns	334	modern	English|French	borrowed		
márna	334	ancient	Slovak|South Slavic languages	borrowed		
szeplő	333	ancient	Turkic languages	borrowed		
gerely	331	modern	German	borrowed		
anion	329	modern	German	borrowed		
fasírt	328	unclassified	Austrian German	borrowed		
karbonát	328	modern	German	borrowed		
pojáca	328	modern	Italian	borrowed		
ionoszféra	327	modern	English	borrowed		
baksis	326	unclassified	Ottoman Turkish	borrowed		
dézsa	326	ancient	Slavic languages	borrowed		
lúg	326	ancient	South Slavic languages|West Slavic languages	borrowed		
despota	325	modern	English|German	borrowed		
kóró	325	ancient	Turkic languages	borrowed		
tanti	325	unclassified	Austrian German	borrowed		
determináció	323	modern	Latin	borrowed		
homofóbia	322	modern	English	borrowed		
konspiráció	322	modern	Latin	borrowed		
permutáció	320	modern	Latin	borrowed		
zsonglőr	320	modern	French	borrowed		
bébiszitter	319	modern	English	borrowed		
parlag	319	ancient	Slavic languages	borrowed		
abszint	316	modern	German	borrowed		
heraldika	316	modern	German	borrowed		
antiszeptikus	312	modern	English	borrowed		
korrigál	312	modern	Latin	borrowed		
stramm	312	modern	German	borrowed		
vinil	312	modern	German	borrowed		
flekk	310	modern	German	borrowed		
gyeplő	310	ancient	Turkic languages	borrowed		
pózna	309	ancient	Slavic languages	borrowed		
piktogram	308	modern	English	borrowed		
szoliter	306	modern	German	borrowed		
cikória	305	modern	Medieval Latin	borrowed		
druzsba	304	unclassified	Romanian	borrowed		
métely	304	ancient	South Slavic languages	borrowed		
müezzin	303	unclassified	Ottoman Turkish	borrowed		
européer	302	modern	German	borrowed		
tik-tak	302	modern	German	borrowed		
profilaktikus	301	modern	Latin	borrowed		
billió	300	modern	German	borrowed		
heterogenitás	297	modern	German	borrowed		
topáz	296	modern	German	borrowed		
avokádó	295	modern	English	borrowed		
csuha	295	unclassified	Ottoman Turkish	borrowed		
foxi	295	unclassified	Austrian German	borrowed		
rumli	295	modern	German	borrowed		
zsoké	294	modern	English	borrowed		
affin	293	modern	German	borrowed		
páka	293	ancient	Slovak	borrowed		
ricinus	292	modern	Latin	borrowed		
szuggesztió	292	modern	Latin	borrowed		
aszeptikus	291	modern	Latin	borrowed		
vecsernye	291	ancient	Slavic languages	borrowed		
exhibicionizmus	290	modern	Latin	borrowed		
meiózis	290	modern	New Latin	borrowed		
kanális	288	modern	Latin	borrowed		
slag	288	modern	German	borrowed		
sakk-matt	286	modern	German	borrowed		
svindler	286	modern	German	borrowed		
marionett	285	modern	German	borrowed		
monotónia	284	modern	German	borrowed		
adieu	283	modern	French	borrowed		
hipnotizőr	283	modern	French	borrowed		
ciszterna	282	modern	Latin	borrowed		
gusztus	282	modern	Latin	borrowed		
mirtusz	282	modern	Latin	borrowed		
konformista	281	modern	English	borrowed		
linzer	281	unclassified	Viennese German	borrowed		
zsáner	281	modern	German	borrowed		
cirok	280	ancient	Serbo-Croatian|Slovene	borrowed		
akcse	279	unclassified	Ottoman Turkish	borrowed		
furfang	278	modern	Italian	borrowed		
prüdéria	278	modern	German	borrowed		
drabális	276	modern	Latin	borrowed		
pulzár	275	modern	English	borrowed		
zacc	275	unclassified	Austrian German	borrowed		
celofán	274	modern	English	borrowed		
etnográfia	274	modern	English	borrowed		
glaukóma	274	modern	Latin	borrowed		
káka	274	ancient	Turkic languages	borrowed		
ajatollah	273	unclassified	Iranian Persian	borrowed		
etnológia	271	modern	English	borrowed		
hermelin	271	modern	German	borrowed		
hibridizáció	271	modern	English	borrowed		
kandeláber	271	modern	German	borrowed		
szandzsák	271	unclassified	Ottoman Turkish	borrowed		
degradáció	269	modern	Latin	borrowed		
gúnya	269	ancient	South Slavic languages	borrowed		
amalgám	267	modern	Medieval Latin	borrowed		
kalifátus	267	modern	German	borrowed		
sarlatán	267	modern	German	borrowed		
absztinencia	266	modern	Latin	borrowed		
fortély	266	modern	German	borrowed		
szuperál	266	modern	Latin	borrowed		
rozé	264	modern	French	borrowed		
felcser	263	modern	German	borrowed		
intenció	263	modern	Latin	borrowed		
kinematika	263	modern	German	borrowed		
kikerics	259	ancient	Turkic languages	borrowed		
bojtorján	258	ancient	Turkic languages	borrowed		
dolmány	258	unclassified	Ottoman Turkish	borrowed		
gereblye	258	ancient	Slovak|South Slavic languages	borrowed		
mormota	258	modern	Latin	borrowed		
gyehenna	257	modern	Latin	borrowed		
kation	257	modern	German	borrowed		
diapozitív	256	modern	German	borrowed		
iniciálé	256	modern	German	borrowed		
kroki	256	modern	French	borrowed		
kéró	256	unclassified	Romani	borrowed		
palimpszeszt	256	modern	German	borrowed		
puttony	256	unclassified	Austrian German	borrowed		
inerciális	254	modern	English	borrowed		
kaszab	254	unclassified	Ottoman Turkish	borrowed		
padisah	254	unclassified	Ottoman Turkish	borrowed		
apatikus	253	modern	Latin	borrowed		
dzsúdó	253	modern	English	borrowed		
boglya	252	ancient	Turkic languages	borrowed		
mizantróp	250	modern	German	borrowed		
rozetta	246	modern	French	borrowed		
zsold	245	modern	German	borrowed		
bakfis	242	modern	German	borrowed		
sztornó	242	modern	German	borrowed		
atletikus	241	modern	Latin	borrowed		
kónusz	239	modern	Latin	borrowed		
kacor	238	ancient	Slovak	borrowed		
tajga	238	modern	Russian	borrowed		
lián	237	modern	French	borrowed		
mamlasz	236	ancient	Slovak	borrowed		
kolonc	235	modern	German	borrowed		
puncs	235	modern	German	borrowed		
mísz	234	unclassified	Yiddish	borrowed		
karmazsin	233	modern	Italian	borrowed		
szatócs	233	ancient	Turkic languages	borrowed		
golyva	231	ancient	Serbo-Croatian	borrowed		
laboráns	231	modern	German	borrowed		
kloroform	229	modern	German	borrowed		
rostély	229	modern	Italian	borrowed		
aposztróf	228	modern	German	borrowed		
banalitás	228	modern	German	borrowed		
pác	228	unclassified	Bavarian	borrowed		
improduktív	226	modern	German	borrowed		
irredentizmus	224	modern	Italian	borrowed		
matróna	224	modern	Latin	borrowed		
szaft	224	modern	German	borrowed		
szodómia	224	modern	German	borrowed		
tiara	223	modern	Latin	borrowed		
rekettye	222	ancient	Serbo-Croatian|Slovene	borrowed		
gyaur	220	unclassified	Ottoman Turkish	borrowed		
aszociális	219	modern	German	borrowed		
indiszponált	219	modern	German	borrowed		
kugli	219	modern	German	borrowed		
hercig	218	modern	German	borrowed		
modalitás	218	modern	Latin	borrowed		
embólia	217	modern	Late Latin	borrowed		
prognosztikus	217	modern	English	borrowed		
folklorista	216	modern	English	borrowed		
addiktológia	214	modern	English	borrowed		
spóra	214	modern	New Latin	borrowed		
buldózer	213	modern	English	borrowed		
kalapál	213	ancient	Slavic languages	borrowed		
bidé	212	modern	French	borrowed		
dadaizmus	212	modern	French	borrowed		
martalóc	212	ancient	Serbo-Croatian	borrowed		
mufti	212	unclassified	Ottoman Turkish	borrowed		
verbunk	212	modern	German	borrowed		
kuglóf	210	modern	German	borrowed		
macesz	210	unclassified	Yiddish	borrowed		
reverenda	210	modern	Latin	borrowed		
rőzse	210	ancient	Slovene	borrowed		
vurstli	210	modern	German	borrowed		
kalligráfia	209	modern	German	borrowed		
nyikhaj	208	unclassified	Romani	borrowed		
pacsuli	208	modern	German	borrowed		
irha	207	modern	German	borrowed		
rozsomák	207	unclassified	Polish	borrowed		
arszlán	205	unclassified	Ottoman Turkish	borrowed		
fatalizmus	205	modern	German	borrowed		
malter	205	modern	German	borrowed		
buki	204	modern	English	borrowed		
krikett	204	modern	English	borrowed		
kűr	204	modern	German	borrowed		
brikett	203	modern	German	borrowed		
dunyha	203	ancient	Slavic languages	borrowed		
jotta	203	modern	Latin	borrowed		
bárium	201	modern	English	borrowed		
destrukció	201	modern	Latin	borrowed		
karnis	200	unclassified	Austrian German	borrowed		
argumentáció	199	modern	Latin	borrowed		
borona	199	ancient	Slavic languages	borrowed		
acetát	198	modern	German	borrowed		
agronómus	198	modern	German	borrowed		
csaó	198	modern	Italian	borrowed		
szabotőr	198	modern	German	borrowed		
zoológia	196	modern	German	borrowed		
grimasz	195	modern	French	borrowed		
kommüniké	195	modern	French	borrowed		
bocsa	194	modern	Italian	borrowed		
doh	194	ancient	Slavic languages	borrowed		
kurkuma	194	modern	German	borrowed		
szajré	194	unclassified	Yiddish	borrowed		
virgács	190	modern	Latin	borrowed		
klasszifikáció	187	modern	German	borrowed		
